1.087985134124755859e+01,-5.074837803840637207e-01,-3.684871196746826172e+00,-3.770055532455444336e+00,8.893914520740509033e-02,2.705757379531860352e+00,1.224921321868896484e+01,1.045078945159912109e+01,-1.333772087097167969e+01,7.433501243591308594e+00,-2.265239238739013672e+00,9.671133995056152344e+00,-8.870707154273986816e-01,3.472013473510742188e+00,2.180315017700195312e+01,-8.555114746093750000e+00,3.492235839366912842e-01,-6.920670032501220703e+00,3.608259201049804688e+00,-5.458448886871337891e+00,1.013302206993103027e+00,-9.816601753234863281e+00,-5.272037029266357422e+00,9.837781906127929688e+00,8.262223243713378906e+00,5.568531513214111328e+00,-5.959131121635437012e-01,-1.111468124389648438e+01,-4.260561466217041016e+00,-1.142892265319824219e+01,-1.288356781005859375e+00,6.521414518356323242e-01
5.267800807952880859e+00,-2.818182229995727539e+00,5.531131267547607422e+00,2.737463235855102539e+00,2.845392942428588867e+00,-3.154577493667602539e+00,1.008226680755615234e+01,1.913850903511047363e+00,-2.243350410461425781e+01,1.785968399047851562e+01,-1.058928012847900391e+01,1.534500837326049805e+00,6.654883623123168945e-01,5.668699264526367188e+00,2.363902282714843750e+01,-3.615145683288574219e+00,-6.363584041595458984e+00,-1.382824301719665527e+00,1.588016414642333984e+01,6.658860206604003906e+00,2.412827491760253906e+00,-1.011678123474121094e+01,-4.270800590515136719e+00,1.968532562255859375e+01,4.007674217224121094e+00,-4.605257511138916016e+00,9.468927383422851562e-01,-1.492911148071289062e+01,-7.598713397979736328e+00,-8.454486846923828125e+00,8.599309921264648438e+00,-1.310095787048339844e+01
2.084191894531250000e+01,-2.602862358093261719e+01,-2.190362548828125000e+01,1.038764667510986328e+01,2.414332199096679688e+01,-1.057224178314208984e+01,-3.934769630432128906e+00,1.990339398384094238e+00,-5.315418243408203125e+01,3.175872993469238281e+01,-5.229726433753967285e-02,5.214618206024169922e+00,2.823539495468139648e+00,-2.818000316619873047e+00,3.910951232910156250e+01,2.689307594299316406e+01,-5.452292442321777344e+00,6.409439563751220703e+00,4.251149749755859375e+01,2.555838584899902344e+01,8.423726081848144531e+00,-1.008281326293945312e+01,-7.163116335868835449e-02,-2.023911094665527344e+01,2.741209983825683594e+01,-3.094455003738403320e-01,2.593575716018676758e+00,1.136022853851318359e+01,2.568669795989990234e+00,-7.415485382080078125e+00,-2.925575733184814453e+00,-2.079343318939208984e+00
1.845858192443847656e+01,-5.339218139648437500e+01,-1.755979347229003906e+01,3.446720123291015625e+00,3.416971206665039062e+01,2.172649383544921875e+01,-9.552676200866699219e+00,-1.387845420837402344e+01,-1.045139026641845703e+01,9.236950874328613281e+00,3.436009168624877930e+00,-1.082307910919189453e+01,-1.032000637054443359e+01,-1.552133464813232422e+01,3.558401870727539062e+01,7.905655860900878906e+00,-5.233773708343505859e+00,-2.959995651245117188e+01,1.933486366271972656e+01,9.345734119415283203e-01,2.869370651245117188e+01,-1.074099159240722656e+01,-1.903207600116729736e-01,1.729265975952148438e+01,-5.006618976593017578e+00,6.290175914764404297e+00,1.317302513122558594e+01,-1.773880195617675781e+01,1.720645427703857422e+00,-2.518183708190917969e+01,-7.688251972198486328e+00,8.050570487976074219e+00
8.513063430786132812e+00,-5.232840180397033691e-01,-2.312060117721557617e+00,1.153756380081176758e+00,-5.195862293243408203e+00,-5.260092258453369141e+00,-4.737252593040466309e-01,-6.695991039276123047e+00,-2.778302001953125000e+01,2.317655086517333984e+00,-1.224000740051269531e+01,3.669817686080932617e+00,2.520784735679626465e-01,-2.707386016845703125e+01,2.496518325805664062e+01,6.343931555747985840e-01,2.553936719894409180e+00,-1.219882011413574219e+01,1.166412448883056641e+01,-7.994787693023681641e+00,1.094879913330078125e+01,-4.735322475433349609e+00,1.477747058868408203e+01,8.868932723999023438e+00,-3.969293236732482910e-01,1.530982589721679688e+01,7.390170574188232422e+00,9.643819808959960938e+00,4.717829704284667969e+00,-6.190946578979492188e+00,5.283221244812011719e+00,-3.149072170257568359e+00
2.086058044433593750e+01,-2.608669662475585938e+01,-2.195427703857421875e+01,1.031812095642089844e+01,2.411679077148437500e+01,-1.050010681152343750e+01,-3.975648403167724609e+00,1.772978425025939941e+00,-5.347679901123046875e+01,3.159617042541503906e+01,2.071829736232757568e-01,5.021313190460205078e+00,2.794808626174926758e+00,-3.504595994949340820e+00,3.945398712158203125e+01,2.694836997985839844e+01,-5.325771808624267578e+00,6.005274772644042969e+00,4.263956451416015625e+01,2.541639518737792969e+01,8.756852149963378906e+00,-1.018271160125732422e+01,-4.970729351043701172e-04,-1.951512145996093750e+01,2.725398635864257812e+01,-1.445273756980895996e-01,2.706406593322753906e+00,1.164083194732666016e+01,2.637401103973388672e+00,-7.643903732299804688e+00,-3.051493167877197266e+00,-2.276298522949218750e+00
1.029982948303222656e+01,-3.848628997802734375e-01,-3.476541996002197266e+00,-3.627632379531860352e+00,4.082526266574859619e-02,2.516044378280639648e+00,1.177657508850097656e+01,9.992006301879882812e+00,-1.273800277709960938e+01,7.127835273742675781e+00,-1.957196474075317383e+00,9.207494735717773438e+00,-8.019670248031616211e-01,3.174508571624755859e+00,2.069504165649414062e+01,-8.092865943908691406e+00,4.492431581020355225e-01,-6.634316921234130859e+00,3.216769218444824219e+00,-5.279600143432617188e+00,9.945320487022399902e-01,-9.228417396545410156e+00,-4.840366840362548828e+00,8.956115722656250000e+00,7.733960151672363281e+00,5.455943107604980469e+00,-5.698559284210205078e-01,-1.057214450836181641e+01,-3.849410057067871094e+00,-1.071682739257812500e+01,-1.340165853500366211e+00,7.829039692878723145e-01
9.350948333740234375e+00,-5.517596602439880371e-01,-2.816292047500610352e+00,1.422397851943969727e+00,-5.437506198883056641e+00,-5.883190631866455078e+00,-1.134390115737915039e+00,-6.023262500762939453e+00,-2.853756332397460938e+01,2.818787097930908203e+00,-1.209963226318359375e+01,3.764436960220336914e+00,6.943994164466857910e-01,-2.669035148620605469e+01,2.608882331848144531e+01,6.646961569786071777e-01,2.638885974884033203e+00,-1.212971973419189453e+01,1.269677162170410156e+01,-8.065277099609375000e+00,1.030862808227539062e+01,-5.724135398864746094e+00,1.469182872772216797e+01,9.839963912963867188e+00,-5.673604011535644531e-01,1.544978141784667969e+01,8.408330917358398438e+00,9.330477714538574219e+00,4.444223403930664062e+00,-6.402601242065429688e+00,4.253501892089843750e+00,-2.588568449020385742e+00
3.835068941116333008e-01,-2.877474784851074219e+00,-4.478146076202392578e+00,-2.773983716964721680e+00,-4.571099758148193359e+00,1.585011720657348633e+00,5.886197566986083984e+00,4.066543579101562500e+00,-7.220421791076660156e+00,5.174905776977539062e+00,6.207820892333984375e+00,4.860908985137939453e+00,-3.171462774276733398e+00,-1.101552295684814453e+01,1.963215637207031250e+01,-7.572140693664550781e+00,3.691646099090576172e+00,-2.654176056385040283e-01,-2.289351463317871094e+00,-3.893392801284790039e+00,-5.273159503936767578e+00,1.277531743049621582e+00,4.932654380798339844e+00,3.041420459747314453e+00,6.599505543708801270e-01,1.676709413528442383e+00,1.417736411094665527e-01,9.491048812866210938e+00,-4.599987983703613281e+00,-3.584938526153564453e+00,1.431893706321716309e+00,-3.796389341354370117e+00
1.158185720443725586e+00,-2.728979825973510742e+00,-4.729765415191650391e+00,-2.238305330276489258e+00,-5.323132038116455078e+00,8.760610818862915039e-01,5.974374294281005859e+00,3.125493049621582031e+00,-1.049016761779785156e+01,5.472209930419921875e+00,5.719999313354492188e+00,5.178008556365966797e+00,-3.305277347564697266e+00,-1.449698925018310547e+01,2.309613418579101562e+01,-8.033802032470703125e+00,3.601564884185791016e+00,-8.504719138145446777e-01,-9.868180155754089355e-01,-4.845517158508300781e+00,-3.317973613739013672e+00,1.061299920082092285e+00,6.808171749114990234e+00,3.309230804443359375e+00,8.434670567512512207e-01,3.370590686798095703e+00,8.549278378486633301e-01,1.108192157745361328e+01,-4.119068622589111328e+00,-3.901845932006835938e+00,2.157378435134887695e+00,-4.741196155548095703e+00
