-0.15358,0.99974,-0.0029,0.40606,-0.33669,-1.48028,0.58981,-0.70954,0.17903,0.26548
-0.76034,1.1663,3.24345,-0.61153,-0.24717,0.18462,0.01608,0.00187,0.2779,0.19111
0.55365,0.68759,-0.23241,0.69693,0.28854,-2.57664,0.42086,-1.63115,0.26748,0.08257
0.04028,0.17761,-0.27098,1.53231,-1.52646,0.07837,0.37036,-0.41534,1.08546,0.36347
1.60394,0.14573,0.10956,-0.55987,0.1457,-0.77327,-1.50206,-0.49957,0.16567,0.22516
2.05414,-0.04013,-0.02778,-0.33998,-0.37846,-0.14184,-0.24039,-0.47153,-0.49548,0.29824
1.40371,0.39578,0.20952,-0.19002,-0.15291,-0.8354,-0.9378,-0.43054,0.30704,0.29902
0.28783,0.3514,-0.07102,1.46176,-1.50439,0.32918,-0.32909,-0.50548,0.41868,0.45433
0.41517,1.03597,1.6039,1.28435,-1.5016,0.00065,-0.69853,-0.93113,-0.47375,0.1439
1.48094,0.88761,-0.23658,-0.33834,-0.31474,-0.63124,0.88405,-0.10851,-1.17176,0.13998
1.97281,-0.03462,0.05006,-0.75285,-0.01449,-0.28832,-1.22531,-0.6003,-0.5055,0.14393
0.44015,-0.04357,0.29968,1.20668,-1.28824,0.6593,-0.47125,-0.54935,0.0013,0.17364
0.39821,0.66537,-0.04932,0.50576,0.34672,-2.43923,1.80247,-1.07407,0.60852,0.16727
2.59251,-0.16373,0.20656,0.1389,-0.62418,1.28376,1.41388,0.00406,1.72021,0.08897
1.97886,0.14753,-0.10292,0.27429,-1.28483,0.20395,-0.53954,-0.7267,-1.38114,0.76026
2.42821,0.53391,0.06482,-0.24159,-0.05916,0.04662,-0.66039,-0.8555,-0.16335,0.13637
0.07147,0.15579,0.25377,1.83587,-1.37573,0.2135,-0.76442,-0.20219,-0.74066,-0.28104
1.23021,0.25368,0.0818,-0.16082,-0.19232,-1.05439,-0.59315,-0.7179,0.04804,-0.03691
1.90298,0.07762,0.12432,-0.57281,-0.02024,-0.6207,-0.53567,-0.03697,1.34514,0.22299
-0.2272,0.65576,-0.28088,0.95341,-0.90182,-1.0952,0.69369,-0.78727,0.30413,0.15613
0.26189,0.31241,-0.23742,1.42881,-1.61818,0.3036,-0.37929,-0.36247,0.3475,0.04156
0.39081,0.10875,-0.19876,1.71161,-1.7111,0.18162,-0.49749,-0.16071,0.34723,0.20233
-0.32852,1.29058,-0.38596,0.3017,-0.4501,-1.14439,0.36715,-0.56793,0.10429,0.16784
1.28872,0.04913,-0.00166,-0.06767,-0.4437,-0.43528,-2.27927,-0.55814,0.44533,-0.195
0.43992,0.38157,-0.00823,1.67938,-1.45752,0.08863,-0.33507,-0.17506,-0.19503,0.42916
-0.59228,-0.15794,-0.15294,-0.39306,0.0904,0.15536,-0.03678,-0.10657,0.04061,0.03097
0.57873,0.13977,0.47809,1.59974,-1.41286,0.45813,-0.52137,-0.5288,-1.05691,0.12701
2.86505,-0.42049,0.10336,-1.09825,-0.52304,0.28954,-1.14325,-0.11417,0.31197,0.02969
-0.13264,0.73208,-0.01928,0.43155,-0.23552,-1.58674,0.73211,-0.81319,0.19137,0.21097
-0.12262,0.19796,0.26592,1.53775,-1.25425,0.07991,-0.33404,-0.51798,-0.58057,0.05731
-0.53934,0.66569,-0.33483,1.3518,-0.99687,-2.03134,0.93052,-0.78025,0.11164,-0.46209
-0.14791,0.97033,-0.03334,1.59735,-0.80251,-0.84309,0.24499,-1.02053,0.07517,0.4052
0.49272,0.46349,0.05585,1.28501,-1.29497,0.44888,-0.02808,-0.4479,0.38251,0.16148
1.50242,-0.06618,-0.04533,-0.6628,0.0933,-0.68793,-1.36526,-0.58773,1.21874,0.45885
0.23815,0.93857,-0.33474,0.34176,-0.4777,-1.48965,0.75536,-0.48418,-0.47082,-0.04109
0.16633,0.35068,0.26261,1.22698,-0.88692,-0.25841,-0.33836,-0.09988,-0.33006,0.16292
0.18616,0.74232,0.91909,1.95761,-1.74659,-0.00374,-0.48074,-0.55075,-0.48364,0.71039
2.76485,-0.2348,0.16199,-0.74121,-0.26202,0.23493,0.04782,-0.34676,1.70326,0.37275
-0.2252,0.94423,-0.31886,0.53914,-0.41535,-1.92658,0.81561,-0.95709,0.10403,0.09437
0.64004,0.02392,0.2258,1.4004,-1.33042,0.47874,-0.72947,-0.26773,-0.3964,0.26801
0.34637,0.2881,-0.17311,1.3764,-1.12813,0.27801,-0.23554,-0.21435,0.3629,0.51417
1.85934,0.05697,0.0491,-0.62786,-0.28061,0.23783,1.1388,-0.18387,-1.35433,0.37693
1.92135,0.12464,0.13183,-0.34209,-0.01991,-0.61077,-0.91988,-0.26003,-0.28985,0.47755
-0.05014,1.49815,-0.45213,0.7922,0.39007,-1.38862,0.58668,-0.93904,0.05995,0.19563
-0.34545,-0.16264,0.10247,-0.94027,0.29121,0.181,-0.4889,-0.31073,0.25916,-0.1254
2.2705,-0.04889,0.05487,-0.16519,-0.36572,0.88079,1.61869,0.06174,1.24161,0.72457
0.36786,0.28727,-0.18534,1.75546,-1.8301,0.62864,-0.12277,-0.1586,1.10551,0.50148
-0.17032,1.33153,-0.01809,0.59183,-0.3294,-2.32267,1.08982,-1.17173,0.2235,0.2494
-0.89287,1.72456,0.08803,-0.6542,-0.3725,0.89586,-0.11677,0.30745,-0.39422,0.0296
-0.43141,0.69611,-0.27207,0.89029,-0.92196,-1.06388,0.49116,-0.43257,-0.2005,-0.36323
0.69283,0.37208,0.09496,1.42391,-1.05146,0.1716,-0.34619,-0.29508,-0.69762,0.31511
1.25658,-0.03112,-0.07422,-0.23449,-0.0392,-0.59216,-1.15898,-0.45773,0.73405,0.27711
1.50732,0.02529,0.00977,-0.33189,-0.21678,-0.50309,-1.37314,-0.50495,0.69167,0.20518
-0.79775,-0.14839,-0.08214,-0.34532,0.02051,0.07743,0.13712,-0.22253,0.10605,-0.08683
2.51596,0.01646,0.01499,-0.69102,-0.41022,-0.27406,-0.62271,-0.62442,-0.62361,0.44873
0.7895,0.35006,-0.13607,1.35245,-1.34258,0.04121,-0.38564,-0.1437,0.5837,0.49627
0.4159,0.30069,1.13961,1.36016,-1.82998,0.88167,0.29459,-0.4729,0.80409,0.15179
0.39793,0.97403,0.30727,1.60536,-1.19798,0.23828,-0.69297,-0.34632,-0.62421,0.18863
2.1147,0.18855,0.01061,-0.3267,-0.40628,-0.3542,0.74898,-0.29314,-1.66297,0.47574
-0.13793,1.03339,-0.14487,0.44762,-0.47639,-1.26229,0.32712,-0.29283,0.10782,0.09821
2.20837,-0.04689,-0.12992,-0.65148,-0.17795,0.09831,-0.27785,-0.47199,1.11932,0.14335
0.21617,0.37272,0.31389,1.25358,-0.90169,-0.31507,-0.32426,-0.45067,-0.4795,0.01829
0.60805,0.31261,0.33727,1.59174,-1.09296,-0.2222,-0.67086,-0.46143,-0.40437,0.17912
0.98731,0.02044,-0.03066,-0.34735,0.09628,-0.4823,-1.1617,-0.10241,0.01835,-0.214
0.56007,0.16993,0.05579,1.58927,-0.10433,-0.41129,-1.07122,-1.15407,-0.02172,0.48222
0.25908,0.4056,-0.01369,1.75345,-1.28102,-0.05104,-0.58721,-0.47107,-0.46689,0.50968
1.05197,0.07513,0.02868,-0.06346,-0.32052,-0.82509,-1.2756,0.03107,0.26704,0.19961
0.28338,1.34822,-0.05624,1.4655,-1.51191,0.171,0.06831,-0.11718,0.66844,0.32943
-0.18619,0.39512,1.21097,1.83111,-1.74834,0.37968,-0.29854,-0.65775,-0.2117,-0.00271
-0.53054,0.05542,-0.06298,-0.2796,-0.24977,0.03048,-0.16432,-0.1317,0.22285,-0.22531
0.53766,0.2788,-0.27411,1.83701,-1.78241,0.52804,-0.19346,-0.09173,0.90991,0.45365
0.25267,0.14613,-0.13074,1.8864,-2.00767,1.0526,-0.207,-0.3296,0.85773,0.4763
-0.44289,2.05655,-0.196,0.425,-0.58352,-1.32927,0.60388,-0.97726,0.1548,0.27372
-0.11306,1.00782,-0.22903,0.91838,-0.62143,-2.19185,0.7863,-1.17751,0.22627,0.32658
2.05534,0.04159,0.03655,-0.35067,-0.55057,-0.31857,-0.04695,-0.06848,-1.31192,0.26081
2.12718,-0.06968,-0.01626,-0.5208,-0.18164,-0.9874,-1.51503,0.03326,0.11052,0.10915
-0.36716,1.40009,-0.00166,0.3839,-0.34871,-1.93327,0.8387,-0.53374,0.19184,-0.0261
0.34968,0.68226,-0.07421,0.45516,-0.14747,-2.22767,0.46822,-0.6536,0.2744,-0.5381
-0.31689,0.80664,1.37836,0.91541,-0.59229,-1.61298,1.0961,-0.9614,0.01876,0.36729
-0.54402,0.05671,0.01117,-0.37415,-0.33817,0.10632,0.02113,-0.19644,0.19896,-0.08475
-0.60628,-0.07366,0.02745,-0.28879,-0.25709,0.06686,-0.05211,-0.0156,0.32937,-0.09012
0.3199,0.7648,0.17472,1.05501,-1.18912,-0.07035,0.79502,-0.66209,1.12114,0.41654
2.269,0.05194,-0.02467,-0.77225,-0.10951,-0.50947,-0.26639,-0.15491,-1.26977,-0.01935
0.69128,0.36104,1.02405,1.27114,-0.92421,-0.28311,-0.3744,-0.34858,-0.08072,0.52007
0.61088,1.71001,-0.07334,-0.61945,-0.04952,-1.05882,-0.67446,-0.55384,0.38719,0.38476
-0.17819,0.19511,0.28744,1.38584,-1.18619,0.2849,-0.41373,-0.38337,-0.43388,0.19435
1.62307,-0.00884,-0.09785,-0.6652,-0.1147,-0.91973,-1.27858,-0.27367,-1.07525,0.07415
2.35719,0.03124,-0.02327,-0.485,-0.69776,0.00388,0.12591,-0.38012,-1.29015,0.6537
2.59284,0.0764,0.28866,-0.33515,-0.23276,1.13697,1.17015,-0.08679,0.03017,-0.10951
1.38346,0.11373,-0.07186,-0.21555,0.00094,-1.02155,-1.5441,-0.53701,0.50072,0.31678
0.22461,0.91184,0.69602,1.49874,-0.86779,-0.77467,0.36927,-0.09418,0.27719,0.42146
1.97445,1.86761,0.16897,-1.21166,0.10306,0.05961,0.54699,-0.59918,1.30238,0.28201
